fname,label
common_voice_th_34930143.wav,เงินสดที่เตรียมมาพอดีกับบัตรแบบแตะ เร็วสุด
common_voice_th_34930144.wav,อีกช่องทางหนึ่ง
common_voice_th_34930145.wav,ระบบข้ามถนนในไทยนี่คือ ยืนรอจนกว่ารถจะวิ่งผ่านไปหมด ไม่สนไฟเขียวไฟแดงอะไรด้วย
common_voice_th_34930146.wav,เห็นแล้วอยากได้ ทั้งที่ตัวเองไม่จำเป็นต้องใช้
common_voice_th_34930147.wav,การออกแบบถนนช่วยลดอุบัติเหตุได้
common_voice_th_34930148.wav,อันไหนคือในกับนอก
common_voice_th_34930149.wav,คลิปเล่าถึงวัฒนธรรมองค์กรที่เปลี่ยนไปของโบอิ้ง นำไปสู่ความหย่อนในการตรวจสอบความปลอดภัย และหายนะ
common_voice_th_34930150.wav,ประกาศกฎกระทรวงเกษตรและสหกรณ์ ให้แมวเป็นสัตว์ควบคุม อายุสองเดือนขึ้นไปเจ้าของต้องพาไปฉีดวัคซีน
common_voice_th_34930151.wav,คนอะไรน่ารักจัง
common_voice_th_34930152.wav,ปากไม่ดี
common_voice_th_34930158.wav,ภาพเดียวโคตรผสมผสาน
common_voice_th_34930159.wav,- วิ่งสวนเลน
common_voice_th_34930160.wav,คือจะเรียกแต่ไม่รู้ชื่อหรือไม่ประสงค์จะระบุชื่อ
common_voice_th_34930161.wav,ชวนทบทวนกลไกการตรวจสอบการทำงานของรัฐบาลโดยรัฐสภา
common_voice_th_34930162.wav,จัดอันดับสถานีรถไฟดีสุดของยุโรป โดยวัดจากประสบการณ์ของผู้โดยสาร
common_voice_th_34930173.wav,มิตรสหายเริ่มบ่นเรื่อง ทำงานอยู่บ้านแล้วเน็ตเน่ามาก คือพวกคอนโดกับหมู่บ้านมันแชร์กันหลายบ้าน
common_voice_th_34930174.wav,แกเคยเป็นอดีตคณะกรรมการสิทธิมนุษยชนแห่งชาติ ครับผมหมายถึง อจรัล ดิษฐาอภิชัย
common_voice_th_34930175.wav,ไปดูของจริงก็มหัศจรรย์มาก
common_voice_th_34930176.wav,ประเทศไทย : การเติบโตขึ้นของรัฐแห่งความมั่นคงภายในและการเสื่อมถอยของสิทธิมนุษยชน
common_voice_th_34930177.wav,ตั้งแต่ฝ่ายค้านโหวตชนะ และอีกฝ่ายขอโหวต
common_voice_th_34930178.wav,ขณะที่การหาสมาชิกใหม่ยังทำไม่ได้ในขณะนี้
common_voice_th_34930179.wav,เขาลงทะเบียนมาให้เสร็จสรรพแล้วครับ เอาข้อมูลใครไม่รู้ไปลงทะเบียนให้ เราซื้อมาปุ๊บใช้ได้เลย
common_voice_th_34930180.wav,โดยเฉพาะกลุ่มคนที่ไม่ถนัดการใช้เทคโนโลยี หรือ กลุ่มคนที่เข้าไม่ถึงเทคโนโลยี
common_voice_th_34930181.wav,ซิลลิค
common_voice_th_34930182.wav,ชอบไม่ไหวแล้ว !
common_voice_th_34930198.wav,สงครามกลางเมือง ท่าทางรถจะติดนะครับ
common_voice_th_34930199.wav,พวกนี้ก็อาจจะถูกยกเว้นไปด้วย กฎหมายคุ้มครองข้อมูลจะไม่ยุ่ง
common_voice_th_34930200.wav,มันไม่ได้แค่ผลิตคอม
common_voice_th_34930201.wav,ผมคิดว่าหากดารารีทวีตความคิดเห็นที่เห็นด้วย รีทวีตข่าวที่เกี่ยวข้อง อ้างอิงถึงข้อความที่เห็นด้วย
common_voice_th_34930202.wav,ซึ่งไม่ว่าจะมีเศรษฐกิจที่เน้นการเกษตร หรือ การท่องเที่ยว ต่างต้องการโครงสร้างพื้นฐานที่ดีทั้งสิ้น
common_voice_th_34930203.wav,พลุก็คือพลุ
common_voice_th_34930204.wav,เวลากดแล้วก้านมันก็ไปตีที่ผ้าหมึก ไปติดบนกระดาษ
common_voice_th_34930205.wav,ศาลฎีกาตรงราชดำเนินเขายังจะทุบเลยครับ
common_voice_th_34930206.wav,โอ้โหหหห
common_voice_th_34930207.wav,ประทับการกินเฉาก๊วยก่อนอัดรายการมากครับ อย่างชิล ได้ประเด็นหลายอย่างนอกรอบ
common_voice_th_34930208.wav,เพิ่งมีประกันหัวหมอบริษัทนึง เพื่อไม่ให้โดนฟ้องจะบอกชื่อย่อละกัน
common_voice_th_34930209.wav,แล้วพบกันครับ
common_voice_th_34930210.wav,ยิ่งในสถานีรถยิ่งแย่ เพราะไม่ใช่แค่ผ่าน แต่ต้องอยู่จุดนั้นพักใหญ่
common_voice_th_34930211.wav,"เอา ""ปรับเป็นพินัย"" มาใช้แทน ""โทษอาญา"" ดีไหม - คนันท์ ชัยชนะ"
common_voice_th_34930212.wav,ทำไมต้องมาด่ากันเองเพราะความล้มเหลวของรัฐ
common_voice_th_34930218.wav,- เลี้ยวในที่ห้ามเลี้ยว
common_voice_th_34930219.wav,ภาพจากเพจ สิทธิคนเดินเท้า - หน้าวัดธาตุทอง ห้างเกตเวย์เอกมัย
common_voice_th_34930220.wav,คุณจะรู้สึกประหลาดใจกับผลที่ได้ ไม้ปัดฝุ่นแบบพกพา ไร้สาย เข้าถึงที่เข้าถึงได้ยาก รวดเร็ว
common_voice_th_34930221.wav,คุณูปการของวิทยาศาสตร์คือ เขย่าศาสนาที่เคยครอบงำสังคม - ปัญหาของวิทย์คือตัวมันทำตัวเป็นศาสนาเสียเอง
common_voice_th_34930222.wav,เพื่อนำไปใช้กับการโฆษณา
common_voice_th_34930228.wav,แกดูความคิดทักษิณสิให้ได้พัฒนาคั้งแต่เกิดเพื่อเป็นกำลังพัฒนาประเทศ ควายแดงมาร์เก็ตเพลส
common_voice_th_34930229.wav,ถึงสิบเก้า กันยา มาบรรจบ
common_voice_th_34930230.wav,ทั้งนี้จุดประสงค์ของการทำรัฐเปิดเผย
common_voice_th_34930231.wav,เรื่องเล่าทุกเรื่องต่างก็มีหน้าที่สร้างอารมณ์บางอย่าง ที่แต่ละคนรู้สึกไม่เหมือนกัน
common_voice_th_34930232.wav,แฮ็ก
common_voice_th_34930243.wav,เสื้อดำจะยำเผด็จการ
common_voice_th_34930244.wav,ผม : เอ่อ งั้นจะมีหมายศาลไว้ทำเทือก
common_voice_th_34930245.wav,คนไม่มีการศึกษาขายเสียงเป็นสิ่งเลวร้าย แต่คนการศึกษาดีขายตัวเดือนละเป็นแสนคือการทำงานช่วยรัฐบาล
common_voice_th_34930246.wav,โรงแรมมีสายแลนให้ใช้ด้วย ดีใจ
common_voice_th_34930247.wav,อย่าแชร์รูปกุญแจรถ กุญแจบ้าน บนทวิตเตอร์นาจา มิจฉาชีพเขาเอารูปไปทำกุญแจดอกใหม่ได้
common_voice_th_34930253.wav,ในขณะที่คุณวุฒิและผลประโยชน์ของครูและผู้บริหารการศึกษาดีขึ้น
common_voice_th_34930254.wav,ตีหนึ่งแล้วยังไถมือถือ ออกกำลัง กินเบียร์ เบียร์ล้วนไม่มีแป้ง อ่านข่าวรอบโลก อยู่กับปัจจุบัน
common_voice_th_34930255.wav,คนเลี่ยงรถ ปิดถนน-ให้รถอ้อมเขตคนแน่น
common_voice_th_34930256.wav,เพจเฟซบุ๊กหลายคนโดนขโมยก็เพราะกดลิงก์ในอินบอกซ์มั่วนี่แหละ ต้องระวัง
common_voice_th_34930257.wav,อยากอ่านจีนเป็นละ
common_voice_th_34930262.wav,- วิ่งบนทางเท้า
common_voice_th_34930263.wav,โดยย้ำให้ความสำคัญกับการยกเลิกข้อจำกัดเสรีภาพในการแสดงออก-เสรีภาพ
common_voice_th_34930264.wav,ก็ไปเยี่ยมหอเอน
common_voice_th_34930265.wav,ส่วนที่ดีที่สุดและเหี้ยที่สุดจากการแวะไปดูม็อบก็คือ มันทำให้รู้ว่ากูต้องการม็อบ อยากไปอยู่ในนั้น
common_voice_th_34930267.wav,สวัสดิการเยี่ยม แต่ยังรับคนเข้าทำงานตามอัตราไม่ได้
common_voice_th_34930268.wav,ออนไลน์ให้ปลอดภัยทำอย่างไร
common_voice_th_34930269.wav,อย่ามีแหล่งรายได้เดียว เช่น อย่าพึ่งการท่องเที่ยวมากไป หรือพึ่งนักท่องเที่ยวจากประเทศเดียวมากไป
common_voice_th_34930270.wav,อ่านสนุก จนน่าจะพิมพ์รวมเล่ม
common_voice_th_34930271.wav,รอบนี้เริ่มที่ปัญหาเศรษฐกิจ แต่ลามมาเรื่องการปกครองที่
common_voice_th_34930272.wav,ดูต่อที่
common_voice_th_34930293.wav,คนเข้ามาเกี่ยวอะไรด้วย
common_voice_th_34930294.wav,นี่อาจจะมีเพลงสรรเสริญเปิดก่อนหนังและตัวอย่างหนังทุกเรื่อง
common_voice_th_34930295.wav,ในฤดูหนาว เช้าวันจันทร์ที่แดดจ้าฟ้าใส ที่ธรรมศาสตร์ ท่าพระจันทร์มีงานจ้า
common_voice_th_34930296.wav,สำหรับคนเปิดใจกว้างอยากเรียนรู้สิทธิเสรีภาพ-ความยุติธรรม ค่ายรูดซิปเปิดปาก
common_voice_th_34930298.wav,ดูเอาเองละกัน ที่ว่าทำไมตุ๊กตุ๊ก แท็กซี่ ที่จอดตรงขาว-แดง รอคนหน้ามิตรทาวน์ถึงอันตราย
common_voice_th_34930323.wav,ไม่เช่นนั้นจะกลายเป็นว่าเราเอาข้อมูลมาสนับสนุนความคิดของเราเอง
common_voice_th_34930324.wav,พาไปดูสงกรานต์เมืองแพร่
common_voice_th_34930325.wav,ต้นโรสแมรี่งามมาก
common_voice_th_34930326.wav,ซึ่งมีประวัติศาสตร์การต่อสู้เพื่อความเท่าเทียมมายาวนาน
common_voice_th_34930327.wav,สาเหตุการตายคือ เจ้าหน้าที่รัฐและอาสาสมัครล้อมยิงกลางทุ่ง ที่จังหวัดสกลนคร
common_voice_th_34930337.wav,เรียกตำรวจ
common_voice_th_34930338.wav,จะประทับใจร้านนั้นมาก
common_voice_th_34930339.wav,กฎหมายว่าด้วยอาขญากรรมคอมพิวเตอร์และไซเบอร์
common_voice_th_34930340.wav,ลองเช็คดู
common_voice_th_34930341.wav,มีคน
common_voice_th_34930379.wav,"แคมเปญ ""ร่างรัฐธรรมนูญใหม่ ให้ประชาชนเป็นผู้เขียน"" ทะลุหมื่นชื่อละ"
common_voice_th_34930380.wav,ขู่จะให้ 'กินขี้' และ 'น้ำฉี่' บังคับให้เปลือยกายอยู่ในห้องที่มีอากาศหนาว
common_voice_th_34930381.wav,ผู้เข้าร่วมจำนวนหนึ่งตั้งข้อสังเกตว่า การกำกับดูแลอินเทอร์เน็ตในปัจจุบันมักคิดในกรอบขอบเขตรัฐชาติ
common_voice_th_34930382.wav,หาว่า
common_voice_th_34930383.wav,ล้อเลื่อนลากรถลงทะเล
common_voice_th_34930440.wav,ไอ้สัส เลิกเอามาอ้างเอามาโยงกันได้แล้ว
common_voice_th_34930441.wav,รัฐการ ข้ารัฐการ รัฐบัญญัติ
common_voice_th_34930442.wav,"สฤษฎิ์น้อย งั้นเรียกเขาว่า ""สลิดน้อย"" ละกันเน่อ เปิ้นบ่ะได้เลือกมาก็สลิดจะเป๋นนายก"
common_voice_th_34930443.wav,ดูแถววัดเทพศิรินทร์
common_voice_th_34930444.wav,จะบันทึกเป็นรายการที่ใช้ประจำไหม
common_voice_th_34930468.wav,สุดท้ายพบว่าถูกบล็อค คนดูแลแถว่าเป็นปัญหาที่เกตเวย์ที่สิงคโปร์
common_voice_th_34930470.wav,เราพัฒนาโครงข่ายการขนส่งคนและสินค้าให้กระจายไปทั่วโลกได้สำเร็จแล้ว
common_voice_th_34930480.wav,ได้จากระบบจอง
common_voice_th_34930482.wav,เผด็จการสามารถมาได้ในหลายรูปแบบ ทั้งทหาร พระ กษัตริย์ หมอ ครู และคนตักข้าว
common_voice_th_34930503.wav,ประชาชนไม่มีโอกาสได้เลือกพวกเขาเข้าไปเลยแม้แต่คน
common_voice_th_34930504.wav,ร่วมกันมั่วสุมตั้งแต่สิบคน ทำให้วุ่นวาย กักขัง ทำให้เสียทรัพย์ บุกรุก หมิ่นประมาท
common_voice_th_34930505.wav,แต่ประวัติศาสตร์ไทย นับกันได้แค่แปดร้อยปี
common_voice_th_34930506.wav,บางทีจะมีคน โดยเฉพาะฝรั่ง
common_voice_th_34930507.wav,แต่กรณีเฟซบุ๊กนี่มีมากกว่าข้อมูลแชต
common_voice_th_34930533.wav,กลุ่มคนอยากเลือกตั้ง
common_voice_th_34930534.wav,คนร้ายเขาเปลี่ยนไปใช้วิทยุสื่อสารเพื่อจุดระเบิดเลยครับ
common_voice_th_34930535.wav,เมื่อการท่องเที่ยวระหว่าง ไทยลาวเวียดนาม
common_voice_th_34930536.wav,หนูลูก' นี่คงประมาณเดียวกับ 'ออเจ้า'
common_voice_th_34930537.wav,แต่การมาด่าดาราผู้หญิงคนนึงที่ได้รับเลือกมาให้เล่นบทคนข้ามเพศ
common_voice_th_34930584.wav,เพิ่งนึกออกว่า ระบบส่งของสมัยนี้ที่บางเจ้าต้องให้เบอร์โทรด้วย ไม่ให้ไม่ได้ มันมีมุมการเข้าถึงด้วย
common_voice_th_34930585.wav,กูว่ารัฐไม่ต้องสนับสนุนการท่องเที่ยวละ
common_voice_th_34930587.wav,ถ้าองค์กรส่วนใหญ่ยังอยากซื้อมากกว่าสร้าง จะมาบ่นหาพระแสงกันทำไมว่าไม่มี
common_voice_th_34930588.wav,ทำไมนักกีฬาถึงต้องพยายามกันเป็นบ้าเป็นหลังเพื่อจะทำลายสถิติ ?
common_voice_th_34930590.wav,สุนัขเป็นคนละตัวกับสุกร
common_voice_th_34930606.wav,โดยเฉพาะบุคคลสาธารณะ แล้วจะมีผลอะไรตามมานั่นก็อีกเรื่องนึง แต่อย่างน้อยเราควรจะเป็นตัวเราได้
common_voice_th_34930608.wav,อย่าลงทุน
common_voice_th_34930609.wav,ตอนนี้เข้าไม่ได้แล้ว
common_voice_th_34930610.wav,วัดไหนอยากได้รับการสนับสนุน ก็ต้องทำอะไรเกี่ยวกับชุมชนเยอะหน่อย
common_voice_th_34930611.wav,คุณเลือกได้
common_voice_th_34930650.wav,อันนี้แปลกใจสุด พรรคพลังประชารัฐ พรรคแกนรัฐบาล หาเว็บไซต์อย่างเป็นทางการไม่เจอ เจอแต่ทวิตเตอร์กะเฟซ
common_voice_th_34930651.wav,คนที่เงื้อมือกำลังจะกดอันไลก์เพจอีจันนี่ เพจกลับมาแล้วจะยังตามไปกดอันไลก์อยู่ไหมนะ
common_voice_th_34930652.wav,จำไม่ได้
common_voice_th_34930653.wav,ฟังดูเป็นสิ่งของเครื่องประดับดี
common_voice_th_34930654.wav,แง่การกลับไปหาครอบครัว ได้หยุดพร้อมกันก็คือได้เจอกันพร้อมหน้า โดยเฉพาะครอบครัวขยาย
common_voice_th_34930661.wav,ชอบเกาหลีใต้ในเรื่องที่เค้ามีสำนึกในความเป็นแรงงานสูงมาก
common_voice_th_34930662.wav,แต่ในองค์กรเองก็ขัดแย้งแหละ
common_voice_th_34930663.wav,พี่วิน : น้องเคยมา
common_voice_th_34930664.wav,กลับมาเผยแพร่ออกอากาศได้ตามปกติ
common_voice_th_34930666.wav,งานไรอะ
common_voice_th_34930714.wav,กรรมการปฏิรูปชุดใหม่
common_voice_th_34930715.wav,โฆษณาไม่ใช่เรื่องน่ารังเกียจ ไม่จำเป็นต้องหลบซ่อน ขอให้มันไม่รบกวนจนเกินสมควร
common_voice_th_34930716.wav,- ซาโตชิรู้พระพุทธเจ้าเห็น
common_voice_th_34930717.wav,ช่วงนี้ร่าง ยุทธศาสตร์ชาติ ร่างแรกจัดทำเสร็จแล้ว และเผยแพร่ให้เห็นแล้วบนเว็บไซต์ของสภาพัฒน์
common_voice_th_34930718.wav,ซื้อคอมทีต้องพลิกมาอ่านเลขว่าผลิตรอบไหน
common_voice_th_34930732.wav,"แฉเบื้องหลังนาทียิง ""ชัยภูมิ ป่าแส""หาย ร้อยโทรับนายสั่งให้ถอดออก"
common_voice_th_34930733.wav,ติดโค้ก แก้ง่วง ติดหวาน แต่เดี๋ยวนี้กินเยอะแล้วท้องไม่มีดี มีอะไรแทนได้มั่ง
common_voice_th_34930734.wav,และการเปิดเผยข้อมูล
common_voice_th_34930735.wav,หยัดอยู่สู้ด้วยใจ
common_voice_th_34930736.wav,รูปนี้ผิดบ่อยครับ
common_voice_th_34930762.wav,ตกเครื่อง
common_voice_th_34930763.wav,หลายคนหวั่นใจ สกุลเงินดิจิทัลอย่างบิตคอยน์กำลังจะกลายเป็นฟองสบู่หรือเปล่า
common_voice_th_34930764.wav,เพจต้นทาง เกือบครึ่งล้านโหวต
common_voice_th_34930765.wav,หลายประเทศที่ยังเก็บสถาบันกษัตริย์ไว้ในระบอบประชาชนเป็นใหญ่
common_voice_th_34930766.wav,มีใบ
common_voice_th_34930772.wav,"มันก็เป็นค่าใช้จ่ายที่เพิ่มขึ้นแหละ ส่วนหนึ่งจาก ""พักผ่อนอยู่บ้าน"" อีกส่วนจาก ""ทำงานอยู่บ้าน"""
common_voice_th_34930773.wav,"โฆษณาหาเสียง-ปลื้ม :""จัดระเบียบ ร้านอินเทอร์เน็ต เพื่อการศึกษา ไม่ใช่เพื่อสื่อลามกและเกมส์"" - ฮ่วย !"
common_voice_th_34930774.wav,นี่อร่อยจริง
common_voice_th_34930776.wav,เช่นการใช้
common_voice_th_34930777.wav,"เธอ ""ทำผิดกฎหมาย"" สมัยนั้น -สร้างบรรทัดฐานใหม่"
common_voice_th_34930795.wav,ปูดองนี่เหมือนเลย ปูม้า ปูทะเล น้ำปลา พริก ต้นหอม
common_voice_th_34930796.wav,อย่ายอมอยู่อย่างสยบ
common_voice_th_34930797.wav,ทั้งการสร้างจุดบริการภาครัฐเบ็ดเสร็จ
common_voice_th_34930798.wav,มีความนานาชาติ พนักงานร้านข้าวซอยแม่สาย สันติธรรม เชียงใหม่ คุยญี่ปุ่นกับลูกค้า
common_voice_th_34930819.wav,ในภูมิภาคยังโดนท้าทายจากสถานการณ์การเมือง
common_voice_th_34930820.wav,เมื่อเดีอนพฤษภาคม
common_voice_th_34930826.wav,แล้วเป็นเรื่องผิดวินัย จัดหาแรงงานโดยไม่มีใบอนุญาต แรงงานทาส ผู้มีอิทธิพล หรือคอรัปชั่น ?
common_voice_th_34930827.wav,- ถั่วแดงญี่ปุ่นร้อน
common_voice_th_34930856.wav,ไม่มีอะไรน่ากลัวเท่ากับจุดที่ไฮไลท์ให้ดูในภาพนี้เลยครับ
common_voice_th_34930857.wav,และท้าทาย
common_voice_th_34930859.wav,ใครอยากทำกราฟิก ทำอะไรเกี่ยวกับ คณะอนาคตใหม่ ไปโหลดฟอนต์ได้ที่เว็บไซต์คณะ มีแนวคิดการออกแบบด้วย
common_voice_th_34930860.wav,เป็นหน่วยงานที่มีวิธีคิดมองเห็นประชาชนเป็นศัตรูของรัฐตลอดเวลา
