fname,label
0001_0024.wav,ผมก็พอจะมีความรอบรู้ทางทฤษฎีมาบ้างแล้ว
0001_0025.wav,พรุ่งนี้ตอนสายผมจะเอาเกวียนไปตลาดสักหน่อย
0001_0026.wav,ถ้าพี่อาร์มจะกลายร่างเป็นแบร็ดพิตต์ไปต่อหน้าต่อตา
0001_0027.wav,ตัวแมลงตัวไม่ใหญ่นักจึงบินปร๋อห่างออกไป
0001_0028.wav,เขาวกเข้าเรื่องเดิมซึ่งหญิงสาวพูดเสร็จก็เกือบลืมไปแล้ว
0001_0029.wav,มันเป็นหนังการ์ตูนของวอลท์ ดิสนีย์
0001_0030.wav,เพราะเหตุนี้หรือเปล่าคะคุณถึงชอบจัดดอกไม้ในรูปเรือ
0001_0031.wav,เพดานเป็นรูโหว่กว้างมองเห็นท้องฟ้า
0001_0032.wav,แต่ถ้าคุณคงจะซดโอเลี้ยง โอยั๊วะ ไม่เป็นแน่
0001_0033.wav,พลางแหงนหน้าขึ้นพูดเสียงแจ๋วพิมานจับตามองอยู่ชั่วครู่
0001_0034.wav,เรามาตรวจสอบอุปกรณ์การใช้แก๊สให้ฟรีครับ
0001_0035.wav,อิจฉาล่ะซี ไอ้เบิ้ม พี่สงครามว่า ฉันนิ่ง
0001_0036.wav,และพี่แต้วแล้วก็ยังไม่เรียกพี่เต้นขา
0001_0037.wav,ดูสภาพของห้องว่าไม่มีบรรยากาศของแดรคคิวล่า
0001_0038.wav,วิธีเบรกนั้นต้องหันปลายสกีเข้าหากันจึงจะฝืด
0001_0039.wav,วันหนึ่งฉันนั่งรถเมล์ติดแอร์มาจากเซ็นทรัลจะกลับบ้าน
0001_0040.wav,กลายเป็นเจ้าหญิงนิทราไปเสียแล้วหรือ
0001_0041.wav,ควันบุหรี่หนาทึบจนปิยนุชรู้สึกแสบตาไปหมด
0001_0042.wav,แล้วก็มักเป็นเอสเปรสโซหรือคาปุชชีโน
0001_0043.wav,ทับด้วยเสื้อนอกแบบเบลเซอร์สีน้ำเงินเข้มอีกตัวหนึ่ง
0001_0044.wav,แนวรั้วสูงเสมอเข่าประดับด้วยกอแดฟโฟดิลสีเหลือง
0001_0045.wav,พอได้แล้วเราก็ยังไม่ต้องเอ็นทรานซ์หรอก
0001_0046.wav,พริมพูดเบาๆ คล้ายปรารภกับตัวเองมากกว่าอารัณย์
0001_0047.wav,ช่วยเข้าไปดูปลั๊กเครื่องปั่นในครัวทีเถอะค่ะ
0001_0048.wav,มาปลูกกระต๊อบอยู่ในสวนแป๊ะเฮงใกล้บ้านฉันน่ะ
0001_0049.wav,ซื้อก๋วยเตี๋ยวเจ๊กปากซอยชามละแปดบาทได้สิบชาม
0001_0050.wav,ตาแหยมมายืนชะเง้อชะแง้อยู่ข้างหลัง
0001_0051.wav,กว่าจะมาถึงขนาดนี้ได้ไม่ใช่เพราะฟลุ้ค
0001_0052.wav,ผมอนุญาตให้เรียกได้เฉพาะคนที่สนิทชิดเชื้อ
0001_0053.wav,เหงื่อเม็ดโป้งๆ ไหลซึมออกมาเกาะอยู่ที่เหนือหน้าผาก
0001_0054.wav,น้ำในกว๊านก็ท่วมท้นขึ้นลบแหลมเหล่านั้นเสีย
0001_0055.wav,ขริบแต่งต้นที่ก้านใบเก้งก้างงอกงามเกินควรอย่างเพลิดเพลิน
0001_0056.wav,แก้วหูของเขาลั่นเปรี๊ยะเมื่อหันขวับกลับไปมอง
0001_0057.wav,เธอปล่อยผมดำขลับหยักเป็นคลื่นลงคลุมแผ่นหลัง
0001_0058.wav,คราวที่แล้วกิ่งก้านโกร๋นกับใบสีน้ำตาลทอง
0001_0059.wav,อาคารในอังกฤษมักดูขรึมขลังทึบตัน
0001_0060.wav,และภาคบ่ายก็จะไปทาวเวอร์ออฟลอนดอน
0001_0061.wav,พอถึงแคว้นคาลาเบรียที่เป็นปลายเกือกบูต
0001_0062.wav,อยากเห็นพอร์เทรตตัวเองที่เป็นฝีมือคุณน่ะซีครับ
0001_0063.wav,ผมให้อันเดรียเขาจองมาจากสถานทูต
0001_0064.wav,เงินทองก็หมดไปเยอะมากๆ เลยครับ
0001_0065.wav,โธ่ แม่จ๋า คนตัวโตเดินลงเท้าเสียงดัง
0001_0066.wav,หญิงแม่บ้านฟาดเผียะเข้าให้ที่ต้นแขน
0001_0067.wav,แต่ก็ต้องทำแทบจะโงหัวไม่ขึ้นเพื่อไขว่คว้าหาความ
0001_0068.wav,คือนั้นหล่อนเฉิดฉายอยู่ในชุดราตรีสีดำจากปารีส
0001_0069.wav,นุ่งกางเกงยีนส์และเสื้อแจ็กเก็ตตรามหาวิทยาลัย
0001_0070.wav,เงินทองล้นหลามไม่ได้มีผลต่อจิตใจของเธอ
0001_0071.wav,พวกเรามักจะเล่นโจรสลัดปล้นเรือ
0001_0072.wav,ยายแช่มเต้นก๋าเท้าสะเอวส่งเสียงขรม
0001_0073.wav,เห็นพี่แกกำลังนอนหนุนพุงคุณอยู่ละก็จะร้องกรี๊ด
0001_0074.wav,พิงอาจจะเป็นผักกาดหอมและแตงกวา
0001_0075.wav,บางคนพลาดพลั้งล้มเลอะเขรอะขระทั้งตัว
0001_0076.wav,วางพาดอยู่บนลำคอที่เปิดเปลือยเหนือขอบเสื้อซึ้งคว้านต่ำ
0001_0077.wav,อ้าว พี่หัทไม่ได้ตามออกมาหรือเนียะ
0001_0078.wav,สมัยนี้ไม่มีใครทำอะไรให้ใครฟรีๆ หรอก
0001_0079.wav,เป็นเรื่องมหัศจรรย์ให้โลกเอาลงกินเนสส์บุ๊ค
0001_0080.wav,ดุจได้เข้าสู่นิทรารมณ์ไปแล้วทั้งคู่
0001_0081.wav,อาทิตย์รู้สึกเหมือนว่าความเย็นฉ่ำด่ำดื่มอย่างหนึ่ง
0001_0082.wav,บ๋อยประตูหน้าซึ่งเคยโค้งอย่างต่ำตอนลงจากรถยนต์
0001_0083.wav,เสื้อยาวที่โรงเรียนใจดีให้ก๊อฟฟี่ลูกหมูเรื่อยเลย
0001_0084.wav,แต่ว่าเป็นแบบตัดคับตึงเปรี๊ยะสั้นแค่เข่า
0001_0085.wav,แต่งตัวเก๋กลมกลืนไปหมดรวมทั้งกระเป๋ารองเท้า
0001_0086.wav,นางแมวป่าน่ะต้องปราดเปรียวเปรี้ยวจี๊ดอย่างศิตางค์ถึงจะถูก
0001_0087.wav,และทฤษฏีนั้นก็บอกด้วยว่าบางครั้ง
0001_0088.wav,จนบรรดาหนุ่มสาวที่ลีลาศอยู่กลางฟลอร์
0001_0089.wav,ถูกทิ้งลงไปกองรวมกันเสียงดังกรุ๋งกริ๋ง
0001_0090.wav,ที่อยู่ภายใต้รองเท้าหนังขัดเป็นมันวับแตะอยู่ที่ครัช
0001_0091.wav,ผมยาวสยายรัดไว้ด้วยริบบิ้นกำมะหยี่สีฟ้าเข้ม
0001_0092.wav,เดี๋ยวจะมาใช้โวหารลดเลี้ยวกับคุณกล้วยเข้า
0001_0093.wav,ส่วนต้นที่ใหญ่กว่าก็โผล่ขึ้นมาอวดโฉมกันพราวพราย
0001_0094.wav,หรือขับๆ ไปบนน้ำแข็งลื่นเกิดเบรกไม่อยู่
0001_0095.wav,ดูๆ ยังกับเสื้อคลุมแดรกคิวล่างั้นแหละ
0001_0096.wav,แต่พริมนั้นกลับฉุนตาป๊อดจนอดกลั้นต่อไปไม่ไหว
0001_0097.wav,หญ้าแห้งที่คุณหมอเห็นเรียกว่าทันเบิลวี้ดครับ
0001_0098.wav,แขวนไม้เลื้อยแคระแกร็นสีเขียวๆ พอสบายตา
0001_0099.wav,กับเสื้อเชิ้ตตัวหลวมโคร่งคล้ายที่สาวรุ่นฝั่งนี้ชอบสวม
0001_0100.wav,รู้สึกเหงานิดหน่อยก่อนที่จะหลับผล็อยไป
0001_0101.wav,แบล็กเมจิกน่ะมีอยู่ในทุกประเทศแหละ
0001_0102.wav,แสงแฟลชจากกล้องถ่ายรูปวูบวาบอยู่ตลอดเวลาเช่นกัน
0001_0103.wav,ตูตี้หรือ ดูซิ ฉันเก็บแอปเปิลมาเยอะแยะเลย
0001_0104.wav,เขาสอบถามเด็กๆ ด้วยภาษาพื้นเมืองเร็วปรื๋อ
0001_0105.wav,หากชายหนุ่มสีหน้าเปลี่ยนไปเล็กน้อยจนสังเกตแทบไม่เห็น
0001_0106.wav,ซึ่งมีมุมประกอบอาหารแคบๆ ที่เรียกว่าแพนทรี
0001_0107.wav,ทรงปรารภให้หม่อมเจ้าหญิงบุษบากรฟัง
0001_0108.wav,เธอทำเสียงฮัมเพลงเต้นรำจังหวะวอลทซ์เบาๆ ในลำคอ
0001_0109.wav,ไม่มีแบรนด์เนมให้เห็นตรงไหนสักนิด
0001_0110.wav,ที่แท้ก็มีแต่ความขลาดเขลาและโกหกหลอกลวง
0001_0111.wav,ดูโดดเด่นทว่าเงียบสงบงดงาม
0001_0112.wav,ผมจะออกไปหาปลั๊กไฟที่ออฟฟิศมาเปลี่ยนให้คุณด้า
0001_0113.wav,จึงไม่รู้ว่าชายกว๊านตอนนี้อยู่ในเขตของเอกชน
0001_0114.wav,เคอเนลนั่งลงพลางพะยักพะเยิดกับพี่เขยของจิตรี
0001_0115.wav,หฤทัยหันไปยิ้มให้เจ้าบ่าวของหล่อนเขายืนพิงโต๊ะ
0001_0116.wav,แสงขมุกขมัวยามโพล้เพล้แผ่คลุมทั่วถึง
0001_0117.wav,หล่อนล้อพลางหยิบตะกร้าเปล่ามาคว่ำไว้ชิดผนัง
0001_0118.wav,ไปทาวเวอร์ออฟลอนดอนดีกว่ากระมัง ลิลลี่
0001_0119.wav,ผู้แทนของฮิตเลอร์ที่ชื่อรูดอฟเฮส
0001_0120.wav,ทุกสิ่งล้วนตระเตรียมโดยไม่มีอะไรบกพร่อง
0001_0121.wav,อันเดรียจองและยืนยันการเดินทางมาถึงให้เรียบร้อยแล้ว
0001_0122.wav,เหมือนกับที่เธอมักได้ทริปก่อนที่ตู้เคลื่อนจากเสมอ
0001_0123.wav,ไม่เกี่ยวกับผู้หญิงร่างโปร่งคนที่เป่าฟลุ้ตได้แสนหวาน
0001_0124.wav,เขมินทร์ส่งภาษาซาวด์แทร็คกับลูกน้องแล้วก็ยิ้มให้
0001_0125.wav,ฝีมือใครคะถ้าไม่ใช่เพราะฝีมือคุณแต๋นคนนี้
0002_0001.wav,ปราสาทหินผุๆ พังๆ กลางแดดเปรี้ยงเชียวนะคุณ
0002_0002.wav,"ทั้งแอฟริกัน , ไวโอเล็ต , พิทูเนีย"
0002_0003.wav,ฮูย คุณน้ำผึ้งฮะ นี่แหละกลิ่นสวรรค์เลยนะ
0002_0004.wav,ต้องแอบถ่ายตอนหลับเพราะสายตาเด็กยังอ่อนไม่ควรโดนแฟลช
0002_0005.wav,ไม่น่าแปลกใจถ้าหากว่ามันมาจากปารีส
0002_0006.wav,สูทหรือผูกไทแบบหนุ่มทำงานออฟฟิศทั่วไป
0002_0007.wav,คุณผู้ชายมีนัยน์ตาวาววับขึ้นอย่างกราดเกรี้ยวอีก
0002_0008.wav,ไปสมัครเข้าฟิตเนสอีกครั้งหนึ่ง ไปนวดฝ่าเท้า
0002_0009.wav,ฉันไม่เห็นยายปุ๋มลูกสาวคนเล็กของแคลร่าเสียหลายปี
0002_0010.wav,พิมพ์ลภัสมองฟลอร์เต้นรำด้วยหางตา
0002_0011.wav,พวกสาวๆ ที่เคยปลื้มว่านายพลเก่งน่ะ
0002_0012.wav,กลายเป็นพวกกลัวดอกพิกุลจะร่วงจากปากกันทั้ง
0002_0013.wav,เรื่องจะฉาวไปว่าเขามีจดหมายแบล๊คเมล์ในครอบครอง
0002_0014.wav,สุ้มเสียงนั้นคล้ายกับปลงก่อนเปลี่ยนเป็นจริงจังขึ้นเมื่อเอ่ยว่า
0002_0015.wav,วาจะออกไปส่งนายรักษ์กับนายบี๋ฮะ
0002_0016.wav,เดี๋ยวเขาเปิดผลัวะผละเข้ามามิตรภาพจะขาดสะบั้น
0002_0017.wav,สมัครจะกินเงินเดือนแค่แคชเชียร์บ้านนอก
0002_0018.wav,จินตะหรากรี๊ดพลางฟาดแขนผู้พูดดังเผียะ
0002_0019.wav,แต่ก็ได้ไขว้เขวจำนำจำนองแก้ขัดไปได้
0002_0020.wav,ปีก่อนตอนไปติดตั้งเครื่องที่เทกซัส
0002_0021.wav,แต่ทางโน้นไม่มีวันเตรียมตัวรับหล่อนได้อย่างถูกต้องแน่
0002_0022.wav,ร่างผอมเกร็งนั้นไต่เดียะขึ้นต้นไม้อย่าง
0002_0023.wav,เหมือนทารกอิ่มนมแล้วพลิกผละหลับผล็อยไป
0002_0024.wav,ผมก็พอจะมีความรอบรู้ทางทฤษฎีมาบ้างแล้ว
0002_0025.wav,พรุ่งนี้ตอนสายผมจะเอาเกวียนไปตลาดสักหน่อย
0002_0026.wav,ถ้าพี่อาร์มจะกลายร่างเป็นแบร็ดพิตต์ไปต่อหน้าต่อตา
0002_0027.wav,ตัวแมลงตัวไม่ใหญ่นักจึงบินปร๋อห่างออกไป
0002_0028.wav,เขาวกเข้าเรื่องเดิมซึ่งหญิงสาวพูดเสร็จก็เกือบลืมไปแล้ว
0002_0029.wav,มันเป็นหนังการ์ตูนของวอลท์ ดิสนีย์
0002_0030.wav,เพราะเหตุนี้หรือเปล่าคะคุณถึงชอบจัดดอกไม้ในรูปเรือ
0002_0031.wav,เพดานเป็นรูโหว่กว้างมองเห็นท้องฟ้า
0002_0032.wav,แต่ถ้าคุณคงจะซดโอเลี้ยง โอยั๊วะ ไม่เป็นแน่
0002_0033.wav,พลางแหงนหน้าขึ้นพูดเสียงแจ๋วพิมานจับตามองอยู่ชั่วครู่
0002_0034.wav,เรามาตรวจสอบอุปกรณ์การใช้แก๊สให้ฟรีครับ
0002_0035.wav,อิจฉาล่ะซี ไอ้เบิ้ม พี่สงครามว่า ฉันนิ่ง
0002_0036.wav,และพี่แต้วแล้วก็ยังไม่เรียกพี่เต้นขา
0002_0037.wav,ดูสภาพของห้องว่าไม่มีบรรยากาศของแดรคคิวล่า
0002_0038.wav,วิธีเบรกนั้นต้องหันปลายสกีเข้าหากันจึงจะฝืด
0002_0039.wav,วันหนึ่งฉันนั่งรถเมล์ติดแอร์มาจากเซ็นทรัลจะกลับบ้าน
0002_0040.wav,กลายเป็นเจ้าหญิงนิทราไปเสียแล้วหรือ
0002_0041.wav,ควันบุหรี่หนาทึบจนปิยนุชรู้สึกแสบตาไปหมด
0002_0042.wav,แล้วก็มักเป็นเอสเปรสโซหรือคาปุชชีโน
0002_0043.wav,ทับด้วยเสื้อนอกแบบเบลเซอร์สีน้ำเงินเข้มอีกตัวหนึ่ง
0002_0044.wav,แนวรั้วสูงเสมอเข่าประดับด้วยกอแดฟโฟดิลสีเหลือง
0002_0045.wav,พอได้แล้วเราก็ยังไม่ต้องเอ็นทรานซ์หรอก
0002_0046.wav,พริมพูดเบาๆ คล้ายปรารภกับตัวเองมากกว่าอารัณย์
0002_0047.wav,ช่วยเข้าไปดูปลั๊กเครื่องปั่นในครัวทีเถอะค่ะ
0002_0048.wav,มาปลูกกระต๊อบอยู่ในสวนแป๊ะเฮงใกล้บ้านฉันน่ะ
0002_0049.wav,ซื้อก๋วยเตี๋ยวเจ๊กปากซอยชามละแปดบาทได้สิบชาม
0002_0050.wav,ตาแหยมมายืนชะเง้อชะแง้อยู่ข้างหลัง
0002_0051.wav,กว่าจะมาถึงขนาดนี้ได้ไม่ใช่เพราะฟลุ้ค
0002_0052.wav,ผมอนุญาตให้เรียกได้เฉพาะคนที่สนิทชิดเชื้อ
0002_0053.wav,เหงื่อเม็ดโป้งๆ ไหลซึมออกมาเกาะอยู่ที่เหนือหน้าผาก
0002_0054.wav,น้ำในกว๊านก็ท่วมท้นขึ้นลบแหลมเหล่านั้นเสีย
0002_0055.wav,ขริบแต่งต้นที่ก้านใบเก้งก้างงอกงามเกินควรอย่างเพลิดเพลิน
0002_0056.wav,แก้วหูของเขาลั่นเปรี๊ยะเมื่อหันขวับกลับไปมอง
0002_0057.wav,เธอปล่อยผมดำขลับหยักเป็นคลื่นลงคลุมแผ่นหลัง
0002_0058.wav,คราวที่แล้วกิ่งก้านโกร๋นกับใบสีน้ำตาลทอง
0002_0059.wav,อาคารในอังกฤษมักดูขรึมขลังทึบตัน
0002_0060.wav,และภาคบ่ายก็จะไปทาวเวอร์ออฟลอนดอน
0002_0061.wav,พอถึงแคว้นคาลาเบรียที่เป็นปลายเกือกบูต
0002_0062.wav,อยากเห็นพอร์เทรตตัวเองที่เป็นฝีมือคุณน่ะซีครับ
0002_0063.wav,ผมให้อันเดรียเขาจองมาจากสถานทูต
0002_0064.wav,เงินทองก็หมดไปเยอะมากๆ เลยครับ
0002_0065.wav,โธ่ แม่จ๋า คนตัวโตเดินลงเท้าเสียงดัง
0002_0066.wav,หญิงแม่บ้านฟาดเผียะเข้าให้ที่ต้นแขน
0002_0067.wav,แต่ก็ต้องทำแทบจะโงหัวไม่ขึ้นเพื่อไขว่คว้าหาความ
0002_0068.wav,คือนั้นหล่อนเฉิดฉายอยู่ในชุดราตรีสีดำจากปารีส
0002_0069.wav,นุ่งกางเกงยีนส์และเสื้อแจ็กเก็ตตรามหาวิทยาลัย
0002_0070.wav,เงินทองล้นหลามไม่ได้มีผลต่อจิตใจของเธอ
0002_0071.wav,พวกเรามักจะเล่นโจรสลัดปล้นเรือ
0002_0072.wav,ยายแช่มเต้นก๋าเท้าสะเอวส่งเสียงขรม
0002_0073.wav,เห็นพี่แกกำลังนอนหนุนพุงคุณอยู่ละก็จะร้องกรี๊ด
0002_0074.wav,พิงอาจจะเป็นผักกาดหอมและแตงกวา
0002_0075.wav,บางคนพลาดพลั้งล้มเลอะเขรอะขระทั้งตัว
0002_0076.wav,วางพาดอยู่บนลำคอที่เปิดเปลือยเหนือขอบเสื้อซึ้งคว้านต่ำ
0002_0077.wav,อ้าว พี่หัทไม่ได้ตามออกมาหรือเนียะ
0002_0078.wav,สมัยนี้ไม่มีใครทำอะไรให้ใครฟรีๆ หรอก
0002_0079.wav,เป็นเรื่องมหัศจรรย์ให้โลกเอาลงกินเนสส์บุ๊ค
0002_0080.wav,ดุจได้เข้าสู่นิทรารมณ์ไปแล้วทั้งคู่
0002_0081.wav,อาทิตย์รู้สึกเหมือนว่าความเย็นฉ่ำด่ำดื่มอย่างหนึ่ง
0002_0082.wav,บ๋อยประตูหน้าซึ่งเคยโค้งอย่างต่ำตอนลงจากรถยนต์
0002_0083.wav,เสื้อยาวที่โรงเรียนใจดีให้ก๊อฟฟี่ลูกหมูเรื่อยเลย
0002_0084.wav,แต่ว่าเป็นแบบตัดคับตึงเปรี๊ยะสั้นแค่เข่า
0002_0085.wav,แต่งตัวเก๋กลมกลืนไปหมดรวมทั้งกระเป๋ารองเท้า
0002_0086.wav,นางแมวป่าน่ะต้องปราดเปรียวเปรี้ยวจี๊ดอย่างศิตางค์ถึงจะถูก
0002_0087.wav,และทฤษฏีนั้นก็บอกด้วยว่าบางครั้ง
0002_0088.wav,จนบรรดาหนุ่มสาวที่ลีลาศอยู่กลางฟลอร์
0002_0089.wav,ถูกทิ้งลงไปกองรวมกันเสียงดังกรุ๋งกริ๋ง
0002_0090.wav,ที่อยู่ภายใต้รองเท้าหนังขัดเป็นมันวับแตะอยู่ที่ครัช
0002_0091.wav,ผมยาวสยายรัดไว้ด้วยริบบิ้นกำมะหยี่สีฟ้าเข้ม
0002_0092.wav,เดี๋ยวจะมาใช้โวหารลดเลี้ยวกับคุณกล้วยเข้า
0002_0093.wav,ส่วนต้นที่ใหญ่กว่าก็โผล่ขึ้นมาอวดโฉมกันพราวพราย
0002_0094.wav,หรือขับๆ ไปบนน้ำแข็งลื่นเกิดเบรกไม่อยู่
0002_0095.wav,ดูๆ ยังกับเสื้อคลุมแดรกคิวล่างั้นแหละ
0002_0096.wav,แต่พริมนั้นกลับฉุนตาป๊อดจนอดกลั้นต่อไปไม่ไหว
0002_0097.wav,หญ้าแห้งที่คุณหมอเห็นเรียกว่าทันเบิลวี้ดครับ
0002_0098.wav,แขวนไม้เลื้อยแคระแกร็นสีเขียวๆ พอสบายตา
0002_0099.wav,กับเสื้อเชิ้ตตัวหลวมโคร่งคล้ายที่สาวรุ่นฝั่งนี้ชอบสวม
0002_0100.wav,รู้สึกเหงานิดหน่อยก่อนที่จะหลับผล็อยไป
0002_0101.wav,แบล็กเมจิกน่ะมีอยู่ในทุกประเทศแหละ
0002_0102.wav,แสงแฟลชจากกล้องถ่ายรูปวูบวาบอยู่ตลอดเวลาเช่นกัน
0002_0103.wav,ตูตี้หรือ ดูซิ ฉันเก็บแอปเปิลมาเยอะแยะเลย
0002_0104.wav,เขาสอบถามเด็กๆ ด้วยภาษาพื้นเมืองเร็วปรื๋อ
0002_0105.wav,หากชายหนุ่มสีหน้าเปลี่ยนไปเล็กน้อยจนสังเกตแทบไม่เห็น
0002_0106.wav,ซึ่งมีมุมประกอบอาหารแคบๆ ที่เรียกว่าแพนทรี
0002_0107.wav,ทรงปรารภให้หม่อมเจ้าหญิงบุษบากรฟัง
0002_0108.wav,เธอทำเสียงฮัมเพลงเต้นรำจังหวะวอลทซ์เบาๆ ในลำคอ
0002_0109.wav,ไม่มีแบรนด์เนมให้เห็นตรงไหนสักนิด
0002_0110.wav,ที่แท้ก็มีแต่ความขลาดเขลาและโกหกหลอกลวง
0002_0111.wav,ดูโดดเด่นทว่าเงียบสงบงดงาม
0002_0112.wav,ผมจะออกไปหาปลั๊กไฟที่ออฟฟิศมาเปลี่ยนให้คุณด้า
0002_0113.wav,จึงไม่รู้ว่าชายกว๊านตอนนี้อยู่ในเขตของเอกชน
0002_0114.wav,เคอเนลนั่งลงพลางพะยักพะเยิดกับพี่เขยของจิตรี
0002_0115.wav,หฤทัยหันไปยิ้มให้เจ้าบ่าวของหล่อนเขายืนพิงโต๊ะ
0002_0116.wav,แสงขมุกขมัวยามโพล้เพล้แผ่คลุมทั่วถึง
0002_0117.wav,หล่อนล้อพลางหยิบตะกร้าเปล่ามาคว่ำไว้ชิดผนัง
0002_0118.wav,ไปทาวเวอร์ออฟลอนดอนดีกว่ากระมัง ลิลลี่
0002_0119.wav,ผู้แทนของฮิตเลอร์ที่ชื่อรูดอฟเฮส
0002_0120.wav,ทุกสิ่งล้วนตระเตรียมโดยไม่มีอะไรบกพร่อง
0002_0121.wav,อันเดรียจองและยืนยันการเดินทางมาถึงให้เรียบร้อยแล้ว
0002_0122.wav,เหมือนกับที่เธอมักได้ทริปก่อนที่ตู้เคลื่อนจากเสมอ
0002_0123.wav,ไม่เกี่ยวกับผู้หญิงร่างโปร่งคนที่เป่าฟลุ้ตได้แสนหวาน
0002_0124.wav,เขมินทร์ส่งภาษาซาวด์แทร็คกับลูกน้องแล้วก็ยิ้มให้
0002_0125.wav,ฝีมือใครคะถ้าไม่ใช่เพราะฝีมือคุณแต๋นคนนี้
0003_0001.wav,ปราสาทหินผุๆ พังๆ กลางแดดเปรี้ยงเชียวนะคุณ
0003_0002.wav,"ทั้งแอฟริกัน , ไวโอเล็ต , พิทูเนีย"
0003_0003.wav,ฮูย คุณน้ำผึ้งฮะ นี่แหละกลิ่นสวรรค์เลยนะ
0003_0004.wav,ต้องแอบถ่ายตอนหลับเพราะสายตาเด็กยังอ่อนไม่ควรโดนแฟลช
0003_0005.wav,ไม่น่าแปลกใจถ้าหากว่ามันมาจากปารีส
0003_0006.wav,สูทหรือผูกไทแบบหนุ่มทำงานออฟฟิศทั่วไป
0003_0007.wav,คุณผู้ชายมีนัยน์ตาวาววับขึ้นอย่างกราดเกรี้ยวอีก
0003_0008.wav,ไปสมัครเข้าฟิตเนสอีกครั้งหนึ่ง ไปนวดฝ่าเท้า
0003_0009.wav,ฉันไม่เห็นยายปุ๋มลูกสาวคนเล็กของแคลร่าเสียหลายปี
0003_0010.wav,พิมพ์ลภัสมองฟลอร์เต้นรำด้วยหางตา
0003_0011.wav,พวกสาวๆ ที่เคยปลื้มว่านายพลเก่งน่ะ
0003_0012.wav,กลายเป็นพวกกลัวดอกพิกุลจะร่วงจากปากกันทั้ง
0003_0013.wav,เรื่องจะฉาวไปว่าเขามีจดหมายแบล๊คเมล์ในครอบครอง
0003_0014.wav,สุ้มเสียงนั้นคล้ายกับปลงก่อนเปลี่ยนเป็นจริงจังขึ้นเมื่อเอ่ยว่า
0003_0015.wav,วาจะออกไปส่งนายรักษ์กับนายบี๋ฮะ
0003_0016.wav,เดี๋ยวเขาเปิดผลัวะผละเข้ามามิตรภาพจะขาดสะบั้น
0003_0017.wav,สมัครจะกินเงินเดือนแค่แคชเชียร์บ้านนอก
0003_0018.wav,จินตะหรากรี๊ดพลางฟาดแขนผู้พูดดังเผียะ
0003_0019.wav,แต่ก็ได้ไขว้เขวจำนำจำนองแก้ขัดไปได้
0003_0020.wav,ปีก่อนตอนไปติดตั้งเครื่องที่เทกซัส
0003_0021.wav,แต่ทางโน้นไม่มีวันเตรียมตัวรับหล่อนได้อย่างถูกต้องแน่
0003_0022.wav,ร่างผอมเกร็งนั้นไต่เดียะขึ้นต้นไม้อย่าง
0003_0023.wav,เหมือนทารกอิ่มนมแล้วพลิกผละหลับผล็อยไป
0003_0024.wav,ผมก็พอจะมีความรอบรู้ทางทฤษฎีมาบ้างแล้ว
0003_0025.wav,พรุ่งนี้ตอนสายผมจะเอาเกวียนไปตลาดสักหน่อย
